Id,ActivityDate,TotalSteps,TotalDistance,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
7086361926,2016-04-14,9123,6.119999885559082,2734,35,32,189,787,1,472,476
7086361926,2016-04-15,8585,5.6700000762939453,2395,30,21,139,864,1,377,386
7086361926,2016-04-19,10688,7.2899999618530273,2944,67,69,124,671,1,472,483
7086361926,2016-04-20,14365,10.640000343322754,2997,87,13,145,797,1,492,502
7086361926,2016-04-21,9469,6.179999828338623,2463,19,6,206,758,1,390,411
7086361926,2016-04-22,9753,6.5300002098083496,2846,58,59,153,762,1,428,448
7086361926,2016-04-24,3520,2.1600000858306885,2049,0,0,125,566,1,681,704
7086361926,2016-04-25,10091,6.820000171661377,2752,69,39,129,706,1,446,447
7086361926,2016-04-26,10387,7.070000171661377,2781,70,33,132,726,1,485,500
7086361926,2016-04-27,11107,8.3400001525878906,2693,55,6,145,829,1,469,479
7086361926,2016-04-28,11584,7.8000001907348633,2862,54,48,161,810,1,354,367
7086361926,2016-04-30,14560,9.4099998474121094,2995,42,17,308,584,1,485,489
7086361926,2016-05-01,12390,8.0699996948242188,2730,30,15,258,685,1,388,407
7086361926,2016-05-02,10052,6.809999942779541,2754,66,26,139,737,1,440,459
7086361926,2016-05-03,10288,6.7600002288818359,2754,57,36,152,761,1,456,461
7086361926,2016-05-04,10988,8.3100004196166992,2655,45,12,135,843,1,420,436
7086361926,2016-05-06,12461,8.380000114440918,2924,84,35,154,834,1,322,333
7086361926,2016-05-07,12827,8.4799995422363281,2739,20,42,209,621,1,530,548
7086361926,2016-05-08,10677,7.0999999046325684,2534,32,27,147,695,1,481,510
7086361926,2016-05-09,13566,9.1099996566772461,2960,67,50,171,743,1,427,438
7086361926,2016-05-11,9572,6.5199999809265137,2735,57,40,128,757,1,451,463
7086361926,2016-05-12,3789,2.559999942779541,1199,5,4,58,343,1,444,457
8053475328,2016-04-20,15108,12.189999580383301,3043,89,5,158,695,1,486,493
8053475328,2016-04-23,22359,17.190000534057617,3554,125,14,223,741,1,331,337
8053475328,2016-05-07,19769,15.670000076293945,3331,121,20,148,1076,1,74,75
8378563200,2016-04-12,7626,6.0500001907348633,3635,65,15,156,723,1,338,356
8378563200,2016-04-13,12386,9.8199996948242188,4079,116,14,169,680,2,447,487
8378563200,2016-04-14,13318,10.560000419616699,4163,123,21,174,699,1,424,455
8378563200,2016-04-15,14461,11.470000267028809,3666,60,23,190,729,1,513,533
8378563200,2016-04-16,11207,8.8900003433227539,3363,64,21,142,563,2,611,689
8378563200,2016-04-17,2132,1.690000057220459,2572,0,0,93,599,2,525,591
8378563200,2016-04-18,13630,10.810000419616699,4157,117,10,174,720,1,398,451
8378563200,2016-04-19,13070,10.359999656677246,4092,120,19,154,737,1,387,421
8378563200,2016-04-20,9388,7.440000057220459,3787,82,8,169,763,1,381,409
8378563200,2016-04-21,15148,12.010000228881836,4236,137,16,145,677,1,396,417
8378563200,2016-04-22,12200,9.6700000762939453,4044,113,12,159,769,1,441,469
8378563200,2016-04-23,5709,4.5300002098083496,2908,19,10,136,740,1,565,591
8378563200,2016-04-24,3703,2.940000057220459,2741,0,0,135,734,1,458,492
8378563200,2016-04-25,12405,9.8400001525878906,4005,117,16,141,692,1,388,402
8378563200,2016-04-26,16208,12.850000381469727,3763,90,18,161,593,1,550,584
8378563200,2016-04-27,7359,5.8400001525878906,3061,4,4,192,676,1,531,600
8378563200,2016-04-28,5417,4.3000001907348633,2884,11,10,139,711,1,506,556
8378563200,2016-04-29,6175,4.9000000953674316,2982,3,7,172,767,1,527,562
8378563200,2016-04-30,2946,2.3399999141693115,2660,0,0,121,780,1,468,555
8378563200,2016-05-01,11419,9.0600004196166992,3369,71,10,127,669,1,475,539
8378563200,2016-05-02,6064,4.809999942779541,3491,63,4,142,802,1,351,385
8378563200,2016-05-03,8712,6.9099998474121094,3784,71,20,195,822,1,405,429
8378563200,2016-05-04,7875,6.2399997711181641,3110,19,10,167,680,1,441,477
8378563200,2016-05-05,8567,6.7899999618530273,3783,66,3,214,764,1,381,417
8378563200,2016-05-06,7045,5.5900001525878906,3644,74,5,166,831,1,323,355
8378563200,2016-05-07,4468,3.5399999618530273,2799,0,0,158,851,2,459,513
8378563200,2016-05-08,2943,2.3299999237060547,2685,0,0,139,621,1,545,606
8378563200,2016-05-09,8382,6.6500000953674316,3721,71,13,171,772,1,359,399
8378563200,2016-05-10,6582,5.2199997901916504,3586,63,13,152,840,1,342,391
8378563200,2016-05-11,9143,7.25,3788,72,10,184,763,1,368,387
8378563200,2016-05-12,4561,3.619999885559082,1976,8,6,102,433,1,496,546
8792009665,2016-04-12,2564,1.6399999856948853,2044,0,0,116,831,1,458,493
8792009665,2016-04-13,1320,0.8399999737739563,1934,0,0,82,806,1,531,552
8792009665,2016-04-14,1219,0.77999997138977051,1963,0,0,84,853,1,486,503
8792009665,2016-04-15,2483,1.5900000333786011,2009,0,0,126,937,1,363,377
8792009665,2016-04-20,3147,2.0099999904632568,2188,0,10,139,744,1,528,547
8792009665,2016-04-22,4068,2.5999999046325684,2419,1,20,195,817,1,391,407
8792009665,2016-04-23,5245,3.3599998950958252,2748,8,45,232,795,1,339,360
8792009665,2016-04-27,1758,1.1299999952316284,2067,0,0,112,900,1,423,428
8792009665,2016-04-28,6157,3.940000057220459,2780,0,0,310,714,1,402,416
8792009665,2016-04-29,8360,5.3499999046325684,3101,6,14,380,634,1,398,406
8792009665,2016-04-30,7174,4.5900001525878906,2896,10,20,301,749,1,343,360
8792009665,2016-05-01,1619,1.0399999618530273,1962,0,0,79,834,1,503,527
8792009665,2016-05-02,1831,1.1699999570846558,2015,0,0,101,916,1,415,423
8792009665,2016-05-03,2421,1.5499999523162842,2297,0,0,156,739,1,516,545
8792009665,2016-05-04,2283,1.4600000381469727,2067,0,0,129,848,1,439,463
